Formulation Index,Time,predicted release,measured release,predicted is Low,predicted is Medium,predicted is High,crisp label,graded
5,1.98179207379866,0.15549930930137634,0.0938196516029843,1.0,0.0,0.0,Low,False
5,2.9928493035444,0.17512767016887665,0.201210638534469,1.0,0.0,0.0,Low,False
5,5.01215956834741,0.3330005705356598,0.338036000058017,1.0,0.0,0.0,Low,False
5,6.99656244409741,0.44844064116477966,0.504435945908051,0.3094,0.6906,0.0,Medium,True
5,10.0664787533904,0.5366760492324829,0.848109344253576,0.0,0.7799,0.2201,Medium,True
5,14.0629396663008,0.5931696891784668,0.949722723163131,0.0,0.441,0.559,Medium,True
5,18.0195616753612,0.6393409967422485,0.943814575043634,0.0,0.164,0.836,Medium,True
5,20.0350040854215,0.6391910314559937,0.973113574719701,0.0,0.1649,0.8351,Medium,True
6,0.0,0.017326725646853447,0.0,1.0,0.0,0.0,Low,False
6,1.05219746745273,0.2953570485115051,0.148541114058355,1.0,0.0,0.0,Low,False
6,2.10959687321329,0.43968522548675537,0.19893899204244,0.3619,0.6381,0.0,Medium,True
6,3.06042684012709,0.46330878138542175,0.259946949602121,0.2201,0.7799,0.0,Medium,True
6,5.06893739865593,0.5275718569755554,0.36604774535809,0.0,0.8346,0.1654,Medium,True
6,7.08054100158401,0.5736339688301086,0.413793103448275,0.0,0.5582,0.4418,Medium,True
6,10.0933068393772,0.6088044047355652,0.572944297082228,0.0,0.3472,0.6528,Medium,True
6,14.002493181243,0.7122494578361511,0.819628647214854,0.0,0.0,1.0,High,False
6,18.0280904668622,0.7783769369125366,0.870026525198939,0.0,0.0,1.0,High,False
6,20.9401917687527,0.7889247536659241,0.928381962864721,0.0,0.0,1.0,High,False
6,23.9590031024172,0.8135650753974915,0.973474801061008,0.0,0.0,1.0,High,False
6,27.88056162188,0.8392418622970581,0.986737400530504,0.0,0.0,1.0,High,False
6,29.9469964664311,0.8485198616981506,1.0,0.0,0.0,1.0,High,False
7,0.0,-0.06820042431354523,0.0,1.0,0.0,0.0,Low,False
7,1.05768059161503,0.08576621115207672,0.0450928381962865,1.0,0.0,0.0,Low,False
7,2.06418535771527,0.16538794338703156,0.0557029177718833,1.0,0.0,0.0,Low,False
7,3.06998715917931,0.17221562564373016,0.079575596816976,1.0,0.0,0.0,Low,False
7,5.02788426390229,0.291707307100296,0.140583554376657,1.0,0.0,0.0,Low,False
7,7.03990964561209,0.37561336159706116,0.180371352785145,0.7463,0.2537,0.0,Medium,True
7,10.1089126543007,0.46400541067123413,0.278514588859416,0.216,0.784,0.0,Medium,True
7,14.0218950052019,0.5644211173057556,0.453580901856764,0.0,0.6135,0.3865,Medium,True
7,17.9828195442914,0.6266832947731018,0.724137931034482,0.0,0.2399,0.7601,Medium,True
7,20.9434254060792,0.6407797336578369,0.867374005305039,0.0,0.1553,0.8447,Medium,True
7,24.0165056096578,0.67486572265625,0.888594164456233,0.0,0.0,1.0,High,False
7,27.9888181758536,0.7111006379127502,0.944297082228116,0.0,0.0,1.0,High,False
7,29.9469964664311,0.7217952609062195,1.0,0.0,0.0,1.0,High,False
8,0.0,-0.03664637729525566,0.0,1.0,0.0,0.0,Low,False
8,1.05880533503294,0.09962055087089539,0.0238726790450927,1.0,0.0,0.0,Low,False
8,2.11817304177484,0.15786084532737732,0.0371352785145888,1.0,0.0,0.0,Low,False
8,3.07097130966998,0.16684766113758087,0.0610079575596815,1.0,0.0,0.0,Low,False
8,5.08426202772492,0.29790300130844116,0.0769230769230768,1.0,0.0,0.0,Low,False
8,7.04412743342925,0.39449286460876465,0.100795755968169,0.633,0.367,0.0,Medium,True
8,10.061954616603,0.48588839173316956,0.16445623342175,0.0847,0.9153,0.0,Medium,True
8,14.0234415274015,0.5902688503265381,0.424403183023872,0.0,0.4584,0.5416,Medium,True
8,18.0341359627335,0.6792687773704529,0.755968169761273,0.0,0.0,1.0,High,False
8,20.9930547093944,0.6883164644241333,0.93103448275862,0.0,0.0,1.0,High,False
8,23.9597060670534,0.7240021824836731,0.960212201591512,0.0,0.0,1.0,High,False
8,27.9331433766672,0.7625848650932312,0.994694960212201,0.0,0.0,1.0,High,False
8,29.9469964664311,0.7712013125419617,1.0,0.0,0.0,1.0,High,False
9,0.0,-0.04122379794716835,0.0,1.0,0.0,0.0,Low,False
9,1.11223064738356,0.09353456646203995,0.0159151193633952,1.0,0.0,0.0,Low,False
9,2.11873541348379,0.15707722306251526,0.026525198938992,1.0,0.0,0.0,Low,False
9,3.07237723894236,0.16578742861747742,0.0344827586206895,1.0,0.0,0.0,Low,False
9,5.03294560928288,0.2968426048755646,0.0450928381962865,1.0,0.0,0.0,Low,False
9,7.09909926797949,0.3910254240036011,0.0636604774535809,0.6538,0.3462,0.0,Medium,True
9,10.061954616603,0.48618239164352417,0.16445623342175,0.0829,0.9171,0.0,Medium,True
9,13.9697350291964,0.5872415900230408,0.437665782493368,0.0,0.4766,0.5234,Medium,True
9,17.9811324291646,0.6764054298400879,0.755968169761273,0.0,0.0,1.0,High,False
9,20.9933358952488,0.6800512075424194,0.925729442970822,0.0,0.0,1.0,High,False
9,23.9057183829938,0.7138403654098511,0.978779840848806,0.0,0.0,1.0,High,False
9,27.9334245625216,0.7550274729728699,0.989389920424403,0.0,0.0,1.0,High,False
9,29.9469964664311,0.7692916989326477,1.0,0.0,0.0,1.0,High,False
10,0.0,-0.021010227501392365,0.0,1.0,0.0,0.0,Low,False
10,1.06943425125243,0.19563430547714233,0.0614250614250615,1.0,0.0,0.0,Low,False
10,2.04050863141772,0.2477705329656601,0.152334152334152,1.0,0.0,0.0,Low,False
10,3.04133826861099,0.26452192664146423,0.326781326781327,1.0,0.0,0.0,Low,False
10,5.01818820000638,0.4056679308414459,0.439803439803439,0.566,0.434,0.0,Medium,True
10,6.98682153227607,0.5170769691467285,0.805896805896806,0.0,0.8975,0.1025,Medium,True
10,10.0012763649127,0.6018573045730591,0.96068796068796,0.0,0.3889,0.6111,Medium,True
10,12.9554229554229,0.644676148891449,0.972972972972973,0.0,0.1319,0.8681,Medium,True
10,15.0007179552634,0.6455667614936829,0.977886977886978,0.0,0.1266,0.8734,Medium,True
10,17.9547050001595,0.6799140572547913,0.995085995085995,0.0,0.0,1.0,High,False
10,19.9676122403395,0.6844661831855774,0.997542997542997,0.0,0.0,1.0,High,False
11,0.0,-0.038002919405698776,0.0,1.0,0.0,0.0,Low,False
11,1.03640830913558,0.15282347798347473,0.0786240786240788,1.0,0.0,0.0,Low,False
11,2.04018954018954,0.21687211096286774,0.162162162162162,1.0,0.0,0.0,Low,False
11,3.04237531510258,0.22948698699474335,0.294840294840295,1.0,0.0,0.0,Low,False
11,5.01938479211206,0.3703688085079193,0.402948402948403,0.7778,0.2222,0.0,Medium,True
11,6.95642809279173,0.43777915835380554,0.742014742014742,0.3733,0.6267,0.0,Medium,True
11,9.83790165608347,0.5643026232719421,0.992628992628992,0.0,0.6142,0.3858,Medium,True
11,12.987172532627,0.6095617413520813,0.995085995085995,0.0,0.3426,0.6574,Medium,True
11,14.9676920131465,0.6272342205047607,0.995085995085995,0.0,0.2366,0.7634,Medium,True
11,17.9544656817384,0.6565715074539185,1.002457002457,0.0,0.0606,0.9394,Medium,True
11,19.9673729219183,0.6564215421676636,1.004914004914,0.0,0.0615,0.9385,Medium,True
12,0.0,0.02563151903450489,0.0,1.0,0.0,0.0,Low,False
12,1.00162736526372,0.24173949658870697,0.149877149877149,1.0,0.0,0.0,Low,False
12,2.03739749194294,0.2930597960948944,0.248157248157248,1.0,0.0,0.0,Low,False
12,3.00639777912505,0.3062889277935028,0.402948402948403,1.0,0.0,0.0,Low,False
12,4.98268930087112,0.40168336033821106,0.533169533169533,0.5899,0.4101,0.0,Medium,True
12,6.98570471297744,0.5475490689277649,0.84029484029484,0.0,0.7147,0.2853,Medium,True
12,10.0002393184211,0.6294785141944885,0.992628992628992,0.0,0.2231,0.7769,Medium,True
12,12.922237467692,0.6815373301506042,0.995085995085995,0.0,0.0,1.0,High,False
12,14.9676122403395,0.712982714176178,0.997542997542997,0.0,0.0,1.0,High,False
12,17.9543061361243,0.7632685303688049,1.007371007371,0.0,0.0,1.0,High,False
12,19.9672133763042,0.7844540476799011,1.00982800982801,0.0,0.0,1.0,High,False
13,0.0,-0.031206980347633362,0.0,1.0,0.0,0.0,Low,False
13,1.0182201091292,0.21884682774543762,0.638820638820639,1.0,0.0,0.0,Low,False
13,2.02391588755225,0.3292069137096405,0.663390663390663,1.0,0.0,0.0,Low,False
13,3.02913302913303,0.339201420545578,0.702702702702702,0.9648,0.0352,0.0,Medium,True
13,5.00733909824819,0.46154335141181946,0.773955773955774,0.2307,0.7693,0.0,Medium,True
13,6.98466766648585,0.5121977925300598,0.872235872235872,0.0,0.9268,0.0732,Medium,True
13,10.0026325026325,0.5827592611312866,0.918918918918919,0.0,0.5034,0.4966,Medium,True
13,12.9560611378793,0.6290640830993652,0.953316953316953,0.0,0.2256,0.7744,Medium,True
13,14.968489741217,0.6488529443740845,0.97051597051597,0.0,0.1069,0.8931,Medium,True
13,17.9547847729665,0.6602799296379089,0.992628992628992,0.0,0.0383,0.9617,Medium,True
13,19.9675324675324,0.6647869944572449,1.0,0.0,0.0113,0.9887,Medium,True
14,0.0,-0.005472496617585421,0.0,1.0,0.0,0.0,Low,False
14,1.02564102564102,0.10032079368829727,0.0231958762886597,1.0,0.0,0.0,Low,False
14,2.05128205128205,0.16576488316059113,0.0360824742268039,1.0,0.0,0.0,Low,False
14,3.02564102564102,0.1784006953239441,0.0489690721649485,1.0,0.0,0.0,Low,False
14,5.02564102564102,0.29955166578292847,0.0541237113402062,1.0,0.0,0.0,Low,False
14,7.02564102564102,0.4328184127807617,0.105670103092783,0.4031,0.5969,0.0,Medium,True
14,10.0,0.5415958762168884,0.45360824742268,0.0,0.7504,0.2496,Medium,True
14,13.025641025641,0.6579467058181763,0.706185567010309,0.0,0.0523,0.9477,Medium,True
14,14.9743589743589,0.6713249683380127,0.81701030927835,0.0,0.0,1.0,High,False
14,18.0,0.7408349514007568,0.956185567010309,0.0,0.0,1.0,High,False
14,20.9230769230769,0.7432702779769897,0.974226804123711,0.0,0.0,1.0,High,False
14,24.9230769230769,0.8135992884635925,0.981958762886597,0.0,0.0,1.0,High,False
14,27.9487179487179,0.8197798728942871,0.987113402061855,0.0,0.0,1.0,High,False
14,29.9487179487179,0.8283963203430176,1.00515463917525,0.0,0.0,1.0,High,False
15,0.0,-0.045999933034181595,0.0,1.0,0.0,0.0,Low,False
15,1.07692307692307,0.051448848098516464,0.0283505154639174,1.0,0.0,0.0,Low,False
15,2.0,0.0841984748840332,0.038659793814433,1.0,0.0,0.0,Low,False
15,2.97435897435897,0.0963556170463562,0.0592783505154639,1.0,0.0,0.0,Low,False
15,4.97435897435897,0.1827012002468109,0.0824742268041238,1.0,0.0,0.0,Low,False
15,6.92307692307692,0.28911495208740234,0.15721649484536,1.0,0.0,0.0,Low,False
15,10.0,0.41252079606056213,0.404639175257731,0.5249,0.4751,0.0,Medium,True
15,12.9230769230769,0.498976469039917,0.600515463917525,0.0061,0.9939,0.0,Medium,True
15,14.9743589743589,0.5278129577636719,0.721649484536082,0.0,0.8331,0.1669,Medium,True
15,17.9487179487179,0.5920621752738953,0.886597938144329,0.0,0.4476,0.5524,Medium,True
15,20.9743589743589,0.6049374341964722,0.943298969072164,0.0,0.3704,0.6296,Medium,True
15,24.9743589743589,0.6863464117050171,0.971649484536082,0.0,0.0,1.0,High,False
15,27.9487179487179,0.6947668790817261,0.989690721649484,0.0,0.0,1.0,High,False
15,29.8974358974359,0.7063049674034119,1.00257731958762,0.0,0.0,1.0,High,False
16,0.0,0.027967046946287155,0.0,1.0,0.0,0.0,Low,False
16,0.974358974358974,0.17032526433467865,0.0695876288659793,1.0,0.0,0.0,Low,False
16,2.0,0.2311963587999344,0.0850515463917525,1.0,0.0,0.0,Low,False
16,3.07692307692307,0.2391633540391922,0.136597938144329,1.0,0.0,0.0,Low,False
16,5.02564102564102,0.3575893044471741,0.224226804123711,0.8545,0.1455,0.0,Medium,True
16,7.02564102564102,0.4489593207836151,0.350515463917525,0.3062,0.6938,0.0,Medium,True
16,10.0,0.5378103852272034,0.541237113402061,0.0,0.7731,0.2269,Medium,True
16,12.9230769230769,0.6349292397499084,0.711340206185566,0.0,0.1904,0.8096,Medium,True
16,14.9743589743589,0.6750278472900391,0.796391752577319,0.0,0.0,1.0,High,False
16,18.0,0.7615714073181152,0.922680412371134,0.0,0.0,1.0,High,False
16,20.9230769230769,0.796158492565155,0.95360824742268,0.0,0.0,1.0,High,False
16,24.9230769230769,0.8694494366645813,0.981958762886597,0.0,0.0,1.0,High,False
16,27.9487179487179,0.8800119757652283,0.992268041237113,0.0,0.0,1.0,High,False
16,29.9487179487179,0.8866930603981018,1.00515463917525,0.0,0.0,1.0,High,False
17,0.0,-0.029216835275292397,0.0,1.0,0.0,0.0,Low,False
17,1.07692307692307,0.1413910835981369,0.404639175257731,1.0,0.0,0.0,Low,False
17,2.05128205128205,0.21114084124565125,0.432989690721649,1.0,0.0,0.0,Low,False
17,3.02564102564102,0.21305343508720398,0.471649484536082,1.0,0.0,0.0,Low,False
17,5.02564102564102,0.31228238344192505,0.505154639175257,1.0,0.0,0.0,Low,False
17,6.97435897435897,0.3921877443790436,0.600515463917525,0.6469,0.3531,0.0,Medium,True
17,10.0,0.4775872528553009,0.713917525773195,0.1345,0.8655,0.0,Medium,True
17,13.025641025641,0.5601289868354797,0.780927835051546,0.0,0.6392,0.3608,Medium,True
17,14.9743589743589,0.5868396759033203,0.829896907216494,0.0,0.479,0.521,Medium,True
17,17.9487179487179,0.633926510810852,0.889175257731958,0.0,0.1964,0.8036,Medium,True
17,20.9743589743589,0.6542432904243469,0.922680412371134,0.0,0.0745,0.9255,Medium,True
17,24.9743589743589,0.7480326294898987,0.974226804123711,0.0,0.0,1.0,High,False
17,27.9487179487179,0.7636359930038452,0.987113402061855,0.0,0.0,1.0,High,False
17,29.9487179487179,0.7724719047546387,0.999999999999999,0.0,0.0,1.0,High,False
18,0.0,-0.05685717985033989,0.0,1.0,0.0,0.0,Low,False
18,2.02166064981949,0.2411579191684723,0.0238017512865811,1.0,0.0,0.0,Low,False
18,3.10469314079422,0.24167859554290771,0.0343680390198939,1.0,0.0,0.0,Low,False
18,4.98194945848375,0.3395433723926544,0.0395623703817495,0.9627,0.0373,0.0,Medium,True
18,7.00361010830324,0.4726489186286926,0.0500662493279053,0.1641,0.8359,0.0,Medium,True
18,10.0361010830324,0.5571235418319702,0.0631624932790535,0.0,0.6573,0.3427,Medium,True
18,12.9963898916967,0.6071754693984985,0.0815826868423073,0.0,0.3569,0.6431,Medium,True
18,14.9458483754512,0.6319543719291687,0.0894317919963127,0.0,0.2083,0.7917,Medium,True
18,18.0505415162454,0.6612916588783264,0.107842384207696,0.0,0.0323,0.9677,Medium,True
18,21.0108303249097,0.6664658188819885,0.104985982026269,0.0,0.0012,0.9988,Medium,True
18,24.9819494584837,0.7268280982971191,0.139296412934941,0.0,0.0,1.0,High,False
18,28.0144404332129,0.7343732118606567,0.256116061141408,0.0,0.0,1.0,High,False
18,31.985559566787,0.7620366215705872,0.468617981411782,0.0,0.0,1.0,High,False
18,35.956678700361,0.7690890431404114,0.790162454873646,0.0,0.0,1.0,High,False
18,40.0,0.7798172831535339,0.949468085106383,0.0,0.0,1.0,High,False
19,0.0,0.031002139672636986,0.0,1.0,0.0,0.0,Low,False
19,1.05886218505802,0.33655086159706116,0.096514745308311,0.9807,0.0193,0.0,Medium,True
19,2.05239072567012,0.4241519272327423,0.112600536193029,0.4551,0.5449,0.0,Medium,True
19,3.11487197558083,0.4017942249774933,0.158176943699732,0.5892,0.4108,0.0,Medium,True
19,5.03164300782384,0.5147966742515564,0.179624664879356,0.0,0.9112,0.0888,Medium,True
19,7.01946199743808,0.566356360912323,0.201072386058981,0.0,0.6019,0.3981,Medium,True
19,10.0023333444444,0.6381137371063232,0.217158176943699,0.0,0.1713,0.8287,Medium,True
19,13.0560621717246,0.6216575503349304,0.235924932975871,0.0,0.2701,0.7299,Medium,True
19,14.9713093871875,0.6310763955116272,0.27882037533512,0.0,0.2135,0.7865,Medium,True
19,18.0957052176438,0.6020626425743103,0.302949061662198,0.0,0.3876,0.6124,Medium,True
19,20.9353377873227,0.6096777319908142,0.335120643431635,0.0,0.3419,0.6581,Medium,True
19,24.906785270406,0.6179891228675842,0.436997319034852,0.0,0.2921,0.7079,Medium,True
19,27.8843232586821,0.6429167985916138,0.528150134048257,0.0,0.1425,0.8575,Medium,True
19,31.923580588479,0.6320832371711731,0.675603217158177,0.0,0.2075,0.7925,Medium,True
19,35.8927423463921,0.6127623915672302,0.809651474530831,0.0,0.3234,0.6766,Medium,True
19,39.9359996952366,0.625296950340271,0.900804289544236,0.0,0.2482,0.7518,Medium,True
20,0.0,-0.01531742699444294,0.0,1.0,0.0,0.0,Low,False
20,0.981370444941035,0.26713794469833374,0.043138925149899,1.0,0.0,0.0,Low,False
20,1.96108148770936,0.30943813920021057,0.0574540345598157,1.0,0.0,0.0,Low,False
20,3.05711662278469,0.38896405696868896,0.0919308803681657,0.6662,0.3338,0.0,Medium,True
20,4.90021461601433,0.463832825422287,0.100399362789565,0.217,0.783,0.0,Medium,True
20,6.97695643516162,0.5208989381790161,0.166482288647476,0.0,0.8746,0.1254,Medium,True
20,10.0388853242471,0.6191608905792236,0.341980662433347,0.0,0.285,0.715,Medium,True
20,12.0114166869482,0.7095023989677429,0.598275328008496,0.0,0.0,1.0,High,False
20,15.0170918423789,0.7613334059715271,0.796833860654468,0.0,0.0,1.0,High,False
20,18.0763656879881,0.8879669308662415,0.926222979401287,0.0,0.0,1.0,High,False
20,21.0140053543376,0.9141039252281189,0.943231851671571,0.0,0.0,1.0,High,False
20,26.0821514702303,0.9458778500556946,0.960036064340553,0.0,0.0,1.0,High,False
20,30.0562537336548,0.9644212126731873,0.976945372480474,0.0,0.0,1.0,High,False
21,0.0,-0.01310651283711195,0.0,1.0,0.0,0.0,Low,False
21,0.481283422459893,0.27459147572517395,0.122908862135033,1.0,0.0,0.0,Low,False
21,0.989304812834224,0.356235533952713,0.19768461589789,0.8626,0.1374,0.0,Medium,True
21,1.97860962566844,0.42915400862693787,0.344567092758347,0.4251,0.5749,0.0,Medium,True
21,2.99465240641711,0.4777853488922119,0.502139990658392,0.1333,0.8667,0.0,Medium,True
21,3.98395721925133,0.558712363243103,0.619610702812967,0.0,0.6477,0.3523,Medium,True
21,5.0,0.5800159573554993,0.688948306595365,0.0,0.5199,0.4801,Medium,True
21,5.98930481283422,0.7012214064598083,0.734226505380956,0.0,0.0,1.0,High,False
21,6.97860962566844,0.7026462554931641,0.766135720209328,0.0,0.0,1.0,High,False
21,7.99465240641711,0.7760853171348572,0.781997388162848,0.0,0.0,1.0,High,False
21,8.98395721925133,0.8053990006446838,0.789842431868226,0.0,0.0,1.0,High,False
21,9.97326203208556,0.8234246373176575,0.795013678782159,0.0,0.0,1.0,High,False
21,10.9893048128342,0.819179356098175,0.79750636277846,0.0,0.0,1.0,High,False
21,11.9786096256684,0.8199613690376282,0.80000381290095,0.0,0.0,1.0,High,False
21,12.9679144385026,0.826508104801178,0.799827466231995,0.0,0.0,1.0,High,False
21,13.9839572192513,0.8354524374008179,0.799646353436853,0.0,0.0,1.0,High,False
21,14.9732620320855,0.8256791830062866,0.799470006767898,0.0,0.0,1.0,High,False
22,0.0,0.03267451748251915,0.0,1.0,0.0,0.0,Low,False
22,0.49763033,0.31788375973701477,0.0504451,1.0,0.0,0.0,Low,False
22,0.99526066,0.40267032384872437,0.10267062,0.584,0.416,0.0,Medium,True
22,1.99052133,0.46698418259620667,0.22611276,0.1981,0.8019,0.0,Medium,True
22,2.98578199,0.5226002335548401,0.40652819,0.0,0.8644,0.1356,Medium,True
22,4.00473934,0.6287364959716797,0.5537092,0.0,0.2276,0.7724,Medium,True
22,5.0,0.6557255387306213,0.6462908,0.0,0.0656,0.9344,Medium,True
22,5.99526066,0.767793595790863,0.71038576,0.0,0.0,1.0,High,False
22,6.99052133,0.767793595790863,0.74836795,0.0,0.0,1.0,High,False
22,7.98578199,0.824504017829895,0.77922849,0.0,0.0,1.0,High,False
22,9.00473934,0.8469256162643433,0.79109792,0.0,0.0,1.0,High,False
22,10.0,0.8558310866355896,0.79821958,0.0,0.0,1.0,High,False
22,10.9952607,0.8507519960403442,0.80296736,0.0,0.0,1.0,High,False
22,12.014218,0.8515340089797974,0.80534125,0.0,0.0,1.0,High,False
22,12.985782,0.8580807447433472,0.80771513,0.0,0.0,1.0,High,False
22,13.9810427,0.8560129404067993,0.81008902,0.0,0.0,1.0,High,False
22,15.0,0.8533255457878113,0.81008902,0.0,0.0,1.0,High,False
23,0.0,-0.02307472564280033,0.0,1.0,0.0,0.0,Low,False
23,0.497630332,0.2545708119869232,0.033827893,1.0,0.0,0.0,Low,False
23,0.971563981,0.3259042203426361,0.067062315,1.0,0.0,0.0,Low,False
23,1.990521327,0.3878856301307678,0.150148368,0.6727,0.3273,0.0,Medium,True
23,2.985781991,0.4366074204444885,0.313946588,0.3804,0.6196,0.0,Medium,True
23,3.981042654,0.5473993420600891,0.458753709,0.0,0.7156,0.2844,Medium,True
23,5.0,0.5687029361724854,0.558456973,0.0,0.5878,0.4122,Medium,True
23,5.995260664,0.6827197074890137,0.634421365,0.0,0.0,1.0,High,False
23,6.966824645,0.6841445565223694,0.686646884,0.0,0.0,1.0,High,False
23,8.009478673,0.7447502017021179,0.717507418,0.0,0.0,1.0,High,False
23,9.004739336,0.7674630284309387,0.736498516,0.0,0.0,1.0,High,False
23,10.0,0.7785724997520447,0.748367953,0.0,0.0,1.0,High,False
23,10.99526066,0.8081570267677307,0.757863501,0.0,0.0,1.0,High,False
23,12.01421801,0.8089390397071838,0.762611276,0.0,0.0,1.0,High,False
23,13.00947867,0.8070659637451172,0.764985163,0.0,0.0,1.0,High,False
23,14.00473934,0.8187099695205688,0.764985163,0.0,0.0,1.0,High,False
23,15.0,0.8226260542869568,0.764985163,0.0,0.0,1.0,High,False
24,0.0,0.08543272316455841,0.0,1.0,0.0,0.0,Low,False
24,0.497630332,0.3809892237186432,0.055192878,0.7141,0.2859,0.0,Medium,True
24,0.971563981,0.4577106833457947,0.102670623,0.2537,0.7463,0.0,Medium,True
24,1.990521327,0.5163001418113708,0.230860534,0.0,0.9022,0.0978,Medium,True
24,2.962085308,0.5610634684562683,0.43264095,0.0,0.6336,0.3664,Medium,True
24,4.004739336,0.6735883951187134,0.582195846,0.0,0.0,1.0,High,False
24,4.976303318,0.6870275139808655,0.670029674,0.0,0.0,1.0,High,False
24,5.995260664,0.7860831618309021,0.72462908,0.0,0.0,1.0,High,False
24,6.990521327,0.7913807034492493,0.76735905,0.0,0.0,1.0,High,False
24,8.009478673,0.8432686924934387,0.783976261,0.0,0.0,1.0,High,False
24,8.981042654,0.8502914309501648,0.79347181,0.0,0.0,1.0,High,False
24,10.0,0.8594970703125,0.802967359,0.0,0.0,1.0,High,False
24,11.01895735,0.8718425631523132,0.802967359,0.0,0.0,1.0,High,False
24,12.01421801,0.8718425631523132,0.807715134,0.0,0.0,1.0,High,False
24,12.98578199,0.8671590089797974,0.807715134,0.0,0.0,1.0,High,False
24,14.00473934,0.8650912046432495,0.807715134,0.0,0.0,1.0,High,False
24,15.0,0.8641235828399658,0.807715134,0.0,0.0,1.0,High,False
25,0.0,-0.01413827482610941,0.0,1.0,0.0,0.0,Low,False
